"상품군별(1)","시점",인터넷쇼핑,모바일쇼핑
"기타","2024.11 p)",73246,135527
"컴퓨터 및 주변기기","2024.12 p)",339852,349240
"가전·전자·통신기기","2024.12 p)",420100,1259257
"서적","2024.12 p)",104219,131593
"사무·문구","2024.12 p)",78544,139902
"의복","2024.12 p)",527686,1620098
"신발","2024.12 p)",74162,268212
"가방","2024.12 p)",55720,147188
"패션용품 및 액세서리","2024.12 p)",87223,315282
"스포츠·레저용품","2024.12 p)",133616,300725
"화장품","2024.12 p)",203153,939104
"아동·유아용품","2024.12 p)",98750,426823
"음·식료품","2024.12 p)",635251,2289418
"농축수산물","2024.12 p)",255558,862057
"생활용품","2024.12 p)",366928,1242391
"자동차 및 자동차용품","2024.12 p)",243151,113980
"가구","2024.12 p)",115786,352470
"애완용품","2024.12 p)",40236,199186
"여행 및 교통서비스","2024.12 p)",754717,1478405
"문화 및 레저서비스","2024.12 p)",82688,117604
"이쿠폰서비스","2024.12 p)",69173,504346
"음식서비스","2024.12 p)",34997,2808932
"기타서비스","2024.12 p)",212747,194445
"기타","2024.12 p)",75613,144134
